rider_id,home_city,service_zone,zone_group,vehicle_type,service_status,max_service_radius_km,shift_type,onboarding_date,record_updated_at
QBD01877,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,11.3,EVENING,2020-12-06,2026-03-06T05:07:00
QBD01878,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,INACTIVE,6.4,MORNING,2025-09-22,2026-03-22T21:59:00
QBD01879,Bengaluru,BLR_JAYANAGAR,SOUTH,BICYCLE,ACTIVE,8.3,EVENING,2025-10-26,2026-03-28T09:16:00
QBD01880,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,ACTIVE,6.8,EVENING,2024-08-19,2026-03-25T06:08:00
QBD01881,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,5.7,FLEX,2023-08-15,2026-03-05T06:05:00
QBD01882,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,7.3,EVENING,2024-08-25,2026-03-23T05:58:00
QBD01883,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,TEMPORARILY_PAUSED,11.0,MORNING,2022-01-04,2026-03-24T08:31:00
QBD01884,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,7.2,EVENING,2020-12-03,2026-03-27T05:00:00
QBD01885,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,6.5,MORNING,2020-10-11,2026-03-06T00:12:00
QBD01886,Pune,PUN_BANER,NORTH,BICYCLE,ACTIVE,10.7,FLEX,2020-06-01,2026-03-13T22:30:00
QBD01887,Pune,PUN_KOTHRUD,WEST,SCOOTER,TEMPORARILY_PAUSED,11.5,EVENING,2022-03-26,2026-03-28T15:11:00
QBD01888,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,TEMPORARILY_PAUSED,11.1,FLEX,2023-10-27,2026-03-22T02:40:00
QBD01889,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,8.7,MORNING,2023-04-08,2026-03-15T12:57:00
QBD01890,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,10.8,EVENING,2024-03-14,2026-03-16T17:48:00
QBD01891,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,8.2,MORNING,2022-10-23,2026-03-28T19:04:00
QBD01892,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,ACTIVE,4.0,FLEX,2025-05-20,2026-03-23T05:54:00
QBD01893,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,8.1,FLEX,2020-04-11,2026-03-03T14:27:00
QBD01894,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,TEMPORARILY_PAUSED,6.1,MORNING,2022-05-20,2026-03-04T18:46:00
QBD01895,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,11.6,FLEX,2025-03-08,2026-03-21T10:44:00
QBD01896,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,6.0,FLEX,2020-11-11,2026-03-27T12:47:00
QBD01897,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,11.0,FLEX,2021-01-20,2026-03-31T18:33:00
QBD01898,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,6.9,EVENING,2020-06-28,2026-03-22T12:33:00
QBD01899,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,11.1,MORNING,2025-06-14,2026-03-15T06:45:00
QBD01900,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,11.7,EVENING,2022-09-07,2026-03-13T17:37:00
QBD01901,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,4.6,FLEX,2021-04-05,2026-03-04T14:50:00
QBD01902,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,8.2,EVENING,2021-08-09,2026-03-27T22:21:00
QBD01903,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,11.6,FLEX,2024-02-26,2026-03-08T01:06:00
QBD01904,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,10.9,MORNING,2023-01-03,2026-03-25T19:29:00
QBD01905,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,12.8,EVENING,2025-12-28,2026-03-13T22:36:00
QBD01906,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,11.7,FLEX,2022-02-05,2026-03-03T13:57:00
QBD01907,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,6.3,MORNING,2023-02-22,2026-03-29T14:04:00
QBD01908,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,12.7,FLEX,2025-02-27,2026-03-15T07:01:00
QBD01909,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,8.9,FLEX,2021-10-31,2026-03-26T18:16:00
QBD01910,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,11.0,FLEX,2023-11-26,2026-03-03T00:29:00
QBD01911,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,4.2,FLEX,2021-05-31,2026-03-09T07:00:00
QBD01912,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,11.6,FLEX,2024-09-19,2026-03-30T21:12:00
QBD01913,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,9.0,FLEX,2021-05-26,2026-03-15T03:02:00
QBD01914,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,8.4,FLEX,2020-01-26,2026-03-27T14:05:00
QBD01915,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,11.6,EVENING,2020-03-31,2026-03-25T10:37:00
QBD01916,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,4.2,EVENING,2020-01-17,2026-03-14T17:23:00
QBD01917,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,12.7,FLEX,2021-06-17,2026-03-30T05:03:00
QBD01918,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,6.9,MORNING,2021-02-28,2026-03-30T14:07:00
QBD01919,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,10.1,MORNING,2020-08-29,2026-03-27T07:00:00
QBD01920,Bengaluru,BLR_INDIRANAGAR,EAST,BICYCLE,ACTIVE,5.2,EVENING,2020-09-28,2026-03-15T05:37:00
QBD01921,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,ACTIVE,5.3,MORNING,2025-07-26,2026-03-29T16:42:00
QBD01922,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,12.7,FLEX,2021-06-19,2026-03-11T14:04:00
QBD01923,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,6.9,FLEX,2022-06-01,2026-03-03T14:44:00
QBD01924,Pune,PUN_KOTHRUD,WEST,BICYCLE,ACTIVE,7.6,FLEX,2025-07-13,2026-03-29T07:32:00
QBD01925,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,6.5,FLEX,2021-10-15,2026-03-06T00:04:00
QBD01926,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,TEMPORARILY_PAUSED,7.0,FLEX,2021-07-31,2026-03-08T01:00:00
QBD01927,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,6.6,MORNING,2021-02-24,2026-03-03T17:41:00
QBD01928,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,9.1,EVENING,2022-10-13,2026-03-08T06:44:00
QBD01929,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,9.7,FLEX,2022-02-06,2026-03-27T23:08:00
QBD01930,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,11.1,EVENING,2023-10-23,2026-03-24T04:26:00
QBD01931,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,6.8,FLEX,2022-10-17,2026-03-09T01:07:00
QBD01932,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,10.1,FLEX,2021-05-10,2026-03-23T20:39:00
QBD01933,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,11.2,MORNING,2020-11-22,2026-03-29T01:16:00
QBD01934,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,TEMPORARILY_PAUSED,7.6,MORNING,2021-11-22,2026-03-09T21:31:00
QBD01935,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,BICYCLE,ACTIVE,6.2,FLEX,2021-01-28,2026-03-13T08:36:00
QBD01936,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,8.8,EVENING,2024-07-25,2026-03-14T16:29:00
QBD01937,Bengaluru,BLR_JAYANAGAR,SOUTH,E_BIKE,ACTIVE,11.3,MORNING,2025-07-30,2026-03-26T00:29:00
QBD01938,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,5.0,FLEX,2020-09-22,2026-03-30T02:36:00
QBD01939,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,9.5,MORNING,2022-03-06,2026-03-28T14:53:00
QBD01940,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,9.7,EVENING,2022-12-14,2026-03-21T21:58:00
QBD01941,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,8.4,FLEX,2022-09-25,2026-03-11T10:29:00
QBD01942,Pune,PUN_BANER,NORTH,SCOOTER,ACTIVE,5.0,MORNING,2025-08-11,2026-03-03T14:50:00
QBD01943,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,8.0,EVENING,2025-05-26,2026-03-19T06:59:00
QBD01944,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,8.4,MORNING,2021-05-21,2026-03-02T09:47:00
QBD01945,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,8.6,FLEX,2025-03-10,2026-03-02T09:59:00
QBD01946,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,4.9,FLEX,2023-04-17,2026-03-20T21:07:00
QBD01947,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,11.2,FLEX,2020-01-23,2026-03-19T16:58:00
QBD01948,Pune,PUN_VIMAN_NAGAR,EAST,SCOOTER,ACTIVE,5.5,EVENING,2021-04-09,2026-03-13T04:37:00
QBD01949,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,TEMPORARILY_PAUSED,8.1,EVENING,2025-02-23,2026-03-03T00:42:00
QBD01950,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,7.1,FLEX,2025-06-30,2026-03-18T01:23:00
QBD01951,Hyderabad,HYD_KUKATPALLY,NORTH,BICYCLE,ACTIVE,4.2,FLEX,2020-08-14,2026-03-19T11:13:00
QBD01952,Pune,PUN_HINJAWADI,WEST,SCOOTER,INACTIVE,9.6,EVENING,2020-11-05,2026-03-20T18:48:00
QBD01953,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,9.6,EVENING,2023-09-27,2026-03-09T12:49:00
QBD01954,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,12.7,FLEX,2022-07-17,2026-03-07T00:04:00
QBD01955,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,ACTIVE,8.8,MORNING,2020-08-21,2026-03-26T17:34:00
QBD01956,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,4.6,MORNING,2023-11-30,2026-03-21T15:15:00
QBD01957,Hyderabad,HYD_HITECH_CITY,WEST,E_BIKE,ACTIVE,11.9,EVENING,2022-11-29,2026-03-03T10:48:00
QBD01958,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,10.7,FLEX,2024-04-20,2026-03-20T18:46:00
QBD01959,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,5.3,MORNING,2024-08-13,2026-03-08T11:06:00
QBD01960,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,6.8,EVENING,2025-02-04,2026-03-19T05:58:00
QBD01961,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,11.7,FLEX,2021-02-04,2026-03-24T20:55:00
QBD01962,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,9.9,MORNING,2022-10-20,2026-03-21T13:09:00
QBD01963,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,ACTIVE,7.6,EVENING,2025-09-15,2026-03-11T08:06:00
QBD01964,Bengaluru,BLR_WHITEFIELD,EAST,E_BIKE,ACTIVE,8.5,EVENING,2020-05-09,2026-03-27T23:22:00
QBD01965,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,10.6,FLEX,2022-12-04,2026-03-07T17:48:00
QBD01966,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,11.6,FLEX,2025-07-21,2026-03-26T22:20:00
QBD01967,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,4.6,MORNING,2024-08-09,2026-03-13T01:10:00
QBD01968,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,10.3,MORNING,2023-06-23,2026-03-29T15:00:00
QBD01969,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,5.4,FLEX,2020-05-30,2026-03-06T16:31:00
QBD01970,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,INACTIVE,8.5,FLEX,2024-03-07,2026-03-26T21:44:00
QBD01971,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,10.1,FLEX,2025-09-10,2026-03-31T20:55:00
QBD01972,Bengaluru,BLR_WHITEFIELD,EAST,BICYCLE,ACTIVE,12.6,EVENING,2024-08-12,2026-03-24T02:42:00
QBD01973,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,7.8,FLEX,2023-09-18,2026-03-18T14:55:00
QBD01974,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,11.8,MORNING,2023-11-29,2026-03-28T22:18:00
QBD01975,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,TEMPORARILY_PAUSED,6.3,FLEX,2025-01-30,2026-03-25T16:27:00
QBD01976,Pune,PUN_KOTHRUD,WEST,E_BIKE,ACTIVE,4.7,MORNING,2021-03-15,2026-03-24T11:16:00
QBD01977,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,4.1,EVENING,2022-02-09,2026-03-31T00:44:00
QBD01978,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,4.7,FLEX,2025-05-29,2026-03-24T13:29:00
QBD01979,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,12.8,MORNING,2022-02-07,2026-03-06T19:24:00
QBD01980,Pune,PUN_VIMAN_NAGAR,EAST,E_BIKE,ACTIVE,4.5,FLEX,2020-01-20,2026-03-20T12:20:00
QBD01981,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,TEMPORARILY_PAUSED,9.0,MORNING,2024-11-30,2026-03-18T19:20:00
QBD01982,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,4.6,MORNING,2025-12-19,2026-03-05T22:23:00
QBD01983,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,TEMPORARILY_PAUSED,7.4,EVENING,2024-12-06,2026-03-18T08:46:00
QBD01984,Pune,PUN_HINJAWADI,WEST,BICYCLE,INACTIVE,6.8,EVENING,2025-11-25,2026-03-21T11:26:00
QBD01985,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,4.3,FLEX,2022-04-30,2026-03-27T01:18:00
QBD01986,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,7.4,FLEX,2022-11-13,2026-03-12T18:14:00
QBD01987,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,4.3,MORNING,2024-09-15,2026-03-23T22:21:00
QBD01988,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,6.9,EVENING,2024-02-10,2026-03-12T22:56:00
QBD01989,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,8.4,EVENING,2022-12-03,2026-03-28T01:28:00
QBD01990,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,6.9,EVENING,2021-02-07,2026-03-20T03:21:00
QBD01991,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,5.2,EVENING,2024-02-12,2026-03-08T03:53:00
QBD01992,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,6.6,FLEX,2025-08-17,2026-03-19T14:22:00
QBD01993,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,8.9,MORNING,2020-05-13,2026-03-23T11:46:00
QBD01994,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,11.1,FLEX,2020-05-13,2026-03-17T19:59:00
QBD01995,Pune,PUN_HINJAWADI,WEST,E_BIKE,ACTIVE,12.7,MORNING,2020-07-24,2026-03-27T08:57:00
QBD01996,Hyderabad,HYD_KUKATPALLY,NORTH,E_BIKE,ACTIVE,6.1,EVENING,2024-07-22,2026-03-12T16:40:00
QBD01997,Hyderabad,HYD_HITECH_CITY,WEST,BICYCLE,ACTIVE,4.2,EVENING,2023-07-21,2026-03-02T18:48:00
QBD01998,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,9.4,MORNING,2023-07-20,2026-03-17T09:50:00
QBD01999,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,TEMPORARILY_PAUSED,8.8,MORNING,2023-03-25,2026-03-15T17:17:00
QBD02000,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,ACTIVE,10.3,EVENING,2020-01-09,2026-03-23T12:10:00
QBD02001,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,12.6,EVENING,2022-01-04,2026-03-02T23:16:00
QBD02002,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,ACTIVE,8.6,EVENING,2020-02-09,2026-03-08T09:04:00
QBD02003,Bengaluru,BLR_JAYANAGAR,SOUTH,BICYCLE,ACTIVE,5.8,MORNING,2020-11-25,2026-03-21T16:50:00
QBD02004,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,TEMPORARILY_PAUSED,7.6,MORNING,2021-01-13,2026-03-05T18:29:00
QBD02005,Hyderabad,HYD_GACHIBOWLI,WEST,E_BIKE,ACTIVE,13.0,MORNING,2021-06-30,2026-03-31T02:06:00
QBD02006,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,4.4,EVENING,2025-02-27,2026-03-28T14:18:00
QBD02007,Pune,PUN_KOTHRUD,WEST,SCOOTER,TEMPORARILY_PAUSED,10.2,MORNING,2021-09-17,2026-03-21T16:35:00
QBD02008,Pune,PUN_KOTHRUD,WEST,E_BIKE,INACTIVE,12.8,FLEX,2025-07-05,2026-03-11T23:12:00
QBD02009,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,7.8,FLEX,2025-12-26,2026-03-26T05:58:00
QBD02010,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,9.0,EVENING,2021-02-22,2026-03-04T02:40:00
QBD02011,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,TEMPORARILY_PAUSED,12.5,FLEX,2020-05-26,2026-03-22T03:13:00
QBD02012,Bengaluru,BLR_JAYANAGAR,SOUTH,SCOOTER,ACTIVE,7.1,EVENING,2024-07-26,2026-03-11T00:24:00
QBD02013,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,INACTIVE,10.3,MORNING,2023-01-05,2026-03-28T03:03:00
QBD02014,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,4.5,FLEX,2025-08-08,2026-03-09T01:35:00
QBD02015,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,4.1,MORNING,2020-12-28,2026-03-12T12:53:00
QBD02016,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,10.3,EVENING,2023-10-06,2026-03-28T07:52:00
QBD02017,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,7.5,FLEX,2021-01-15,2026-03-13T22:33:00
QBD02018,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,10.8,FLEX,2023-09-08,2026-03-05T00:48:00
QBD02019,Bengaluru,BLR_KORAMANGALA,SOUTH,MOTORBIKE,ACTIVE,8.3,FLEX,2021-11-05,2026-03-31T10:58:00
QBD02020,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,ACTIVE,6.1,MORNING,2023-07-21,2026-03-24T23:24:00
QBD02021,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,SCOOTER,ACTIVE,8.5,FLEX,2025-08-18,2026-03-12T12:55:00
QBD02022,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,9.1,FLEX,2022-01-18,2026-03-04T05:15:00
QBD02023,Hyderabad,HYD_GACHIBOWLI,WEST,MOTORBIKE,ACTIVE,11.8,EVENING,2024-03-02,2026-03-27T17:30:00
QBD02024,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,11.5,EVENING,2025-02-02,2026-03-13T23:50:00
QBD02025,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,6.7,EVENING,2022-10-06,2026-03-05T23:28:00
QBD02026,Pune,PUN_VIMAN_NAGAR,EAST,MOTORBIKE,ACTIVE,9.3,FLEX,2020-05-24,2026-03-22T00:02:00
QBD02027,Hyderabad,HYD_HITECH_CITY,WEST,MOTORBIKE,ACTIVE,6.1,MORNING,2022-02-21,2026-03-29T01:18:00
QBD02028,Bengaluru,BLR_JAYANAGAR,SOUTH,MOTORBIKE,ACTIVE,11.0,EVENING,2022-12-16,2026-03-09T00:55:00
QBD02029,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,ACTIVE,4.3,EVENING,2022-05-18,2026-03-03T07:30:00
QBD02030,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,TEMPORARILY_PAUSED,4.5,MORNING,2023-01-17,2026-03-20T11:02:00
QBD02031,Hyderabad,HYD_KUKATPALLY,NORTH,MOTORBIKE,ACTIVE,11.3,EVENING,2022-02-25,2026-03-17T02:08:00
QBD02032,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,11.8,EVENING,2023-04-21,2026-03-27T05:46:00
QBD02033,Hyderabad,HYD_GACHIBOWLI,WEST,BICYCLE,ACTIVE,7.9,EVENING,2025-06-30,2026-03-11T06:04:00
QBD02034,Bengaluru,BLR_JAYANAGAR,SOUTH,BICYCLE,TEMPORARILY_PAUSED,6.5,MORNING,2024-01-08,2026-03-30T17:34:00
QBD02035,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,5.6,MORNING,2022-11-11,2026-03-02T13:11:00
QBD02036,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,11.6,FLEX,2024-03-15,2026-03-22T08:50:00
QBD02037,Bengaluru,BLR_INDIRANAGAR,EAST,SCOOTER,ACTIVE,11.2,EVENING,2021-12-01,2026-03-30T21:09:00
QBD02038,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,9.9,MORNING,2024-08-22,2026-03-08T19:52:00
QBD02039,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,INACTIVE,5.3,FLEX,2020-07-22,2026-03-19T23:02:00
QBD02040,Pune,PUN_HINJAWADI,WEST,MOTORBIKE,ACTIVE,9.9,EVENING,2025-01-02,2026-03-20T04:06:00
QBD02041,Hyderabad,HYD_KUKATPALLY,NORTH,SCOOTER,ACTIVE,9.8,FLEX,2020-11-29,2026-03-24T13:12:00
QBD02042,Pune,PUN_BANER,NORTH,E_BIKE,TEMPORARILY_PAUSED,12.9,FLEX,2021-05-21,2026-03-22T08:45:00
QBD02043,Pune,PUN_HINJAWADI,WEST,BICYCLE,ACTIVE,7.2,FLEX,2022-03-19,2026-03-14T01:34:00
QBD02044,Pune,PUN_KOTHRUD,WEST,SCOOTER,ACTIVE,6.5,EVENING,2020-06-12,2026-03-13T10:58:00
QBD02045,Bengaluru,BLR_WHITEFIELD,EAST,MOTORBIKE,ACTIVE,10.7,EVENING,2021-07-17,2026-03-14T21:24:00
QBD02046,Bengaluru,BLR_KORAMANGALA,SOUTH,BICYCLE,ACTIVE,5.6,MORNING,2020-10-23,2026-03-20T23:07:00
QBD02047,Hyderabad,HYD_GACHIBOWLI,WEST,SCOOTER,ACTIVE,12.9,FLEX,2023-09-15,2026-03-08T20:47:00
QBD02048,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,11.7,FLEX,2020-03-16,2026-03-10T06:21:00
QBD02049,Bengaluru,BLR_INDIRANAGAR,EAST,MOTORBIKE,ACTIVE,10.5,MORNING,2023-04-23,2026-03-09T04:22:00
QBD02050,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,7.4,EVENING,2020-01-05,2026-03-31T18:48:00
QBD02051,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,9.0,EVENING,2023-01-15,2026-03-14T10:09:00
QBD02052,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,4.1,EVENING,2020-04-08,2026-03-12T20:46:00
QBD02053,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,MOTORBIKE,ACTIVE,5.7,FLEX,2022-12-19,2026-03-18T00:54:00
QBD02054,Bengaluru,BLR_WHITEFIELD,EAST,SCOOTER,ACTIVE,4.4,FLEX,2023-11-01,2026-03-02T08:18:00
QBD02055,Hyderabad,HYD_BANJARA_HILLS,CENTRAL,E_BIKE,ACTIVE,10.3,EVENING,2023-02-13,2026-03-21T23:27:00
QBD02056,Pune,PUN_HINJAWADI,WEST,SCOOTER,ACTIVE,8.8,EVENING,2024-02-02,2026-03-04T08:24:00
QBD02057,Pune,PUN_KOTHRUD,WEST,SCOOTER,INACTIVE,6.8,FLEX,2020-03-14,2026-03-02T15:23:00
QBD02058,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,8.1,FLEX,2023-05-21,2026-03-14T02:40:00
QBD02059,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,4.9,EVENING,2022-03-14,2026-03-26T19:55:00
QBD02060,Hyderabad,HYD_HITECH_CITY,WEST,SCOOTER,ACTIVE,7.3,EVENING,2020-04-07,2026-03-06T04:46:00
QBD02061,Bengaluru,BLR_KORAMANGALA,SOUTH,SCOOTER,TEMPORARILY_PAUSED,7.6,MORNING,2021-02-17,2026-03-11T06:40:00
QBD02062,Pune,PUN_BANER,NORTH,MOTORBIKE,ACTIVE,4.9,EVENING,2025-02-13,2026-03-30T20:50:00
QBD02063,Pune,PUN_KOTHRUD,WEST,MOTORBIKE,ACTIVE,4.9,EVENING,2020-06-15,2026-03-13T20:35:00
